module_completion_speed,device_concurrency_count,face_simmilarity_index,liveness_stauts,ip_risk_score,training_center_id,is_fake_trainee,face_similarity_index,liveness_status
47.529723448165214,1,0.7550567825243715,1.0,0,TC_MUMBAI_01,0,,
27.85062953382882,1,0.9487900932431091,1.0,0,TC_MUMBAI_01,0,,
54.11575574417653,1,0.9378019602158386,1.0,0,TC_NASHIK_02,0,,
21.158447870343853,1,0.914564840747503,1.0,0,TC_PUNE_03,0,,
53.88393914900905,1,0.7443978368400556,1.0,0,TC_PUNE_03,0,,
32.180433742239956,1,0.7196636128840297,1.0,1,TC_MUMBAI_01,0,,
52.08838582614109,1,0.9322846408180465,1.0,0,TC_MUMBAI_01,0,,
52.22067897753807,1,0.8142422508144032,1.0,0,TC_NASHIK_02,0,,
51.142272741079914,1,0.6573948708926178,1.0,0,TC_PUNE_03,0,,
49.61196627417152,1,0.7839907805280203,1.0,0,TC_NAGPUR_01,0,,
36.96889831093495,1,0.8280799287077881,1.0,0,TC_MUMBAI_01,0,,
25.874390808068142,1,0.8646637111267106,1.0,0,TC_MUMBAI_01,0,,
43.84213091200265,1,0.900112998849866,1.0,0,TC_NAGPUR_01,0,,
37.19465640991068,1,0.7601031597040221,1.0,0,TC_MUMBAI_01,0,,
0.6722874635940457,23,,,1,TC_RURAL_MALPRACTICE_09,1,0.48585922076188237,0.0
23.532569986832957,1,0.9138419830221476,1.0,0,TC_NASHIK_02,0,,
31.62804831024716,2,0.5519612164218582,1.0,0,TC_NAGPUR_01,0,,
48.79769667570501,1,0.74291616513629,1.0,0,TC_PUNE_03,0,,
42.127062691378704,1,0.9726599441389473,1.0,0,TC_NASHIK_02,0,,
34.91677373085466,1,0.9391829155046598,1.0,0,TC_NAGPUR_01,0,,
52.22466571992371,1,0.9348820483690361,1.0,0,TC_NASHIK_02,0,,
35.31407603298038,1,0.9419985618822414,1.0,0,TC_NAGPUR_01,0,,
30.978101389007648,1,0.9297457682045002,1.0,0,TC_NAGPUR_01,0,,
26.93481850979496,1,0.8891363875260194,1.0,0,TC_NASHIK_02,0,,
44.81799307520374,1,0.9420391290971473,1.0,0,TC_NASHIK_02,0,,
35.36803943463535,1,0.6560340970337347,1.0,0,TC_MUMBAI_01,0,,
72.1727538884266,1,0.8596567423371071,1.0,0,TC_NAGPUR_01,0,,
28.87233952455385,1,0.7649822126860739,1.0,0,TC_MUMBAI_01,0,,
36.92093596188829,2,0.8324782501608726,1.0,0,TC_PUNE_03,0,,
28.06126222736984,1,0.9770081064275368,1.0,0,TC_PUNE_03,0,,
26.982461776758118,2,0.9820847292904896,1.0,0,TC_MUMBAI_01,0,,
38.57848382508727,1,0.8834322753122661,1.0,0,TC_MUMBAI_01,0,,
60.950479178168216,1,0.9280438726917581,1.0,0,TC_MUMBAI_01,0,,
1.924978136111189,16,,,1,TC_RURAL_MALPRACTICE_09,1,0.5411211385087251,1.0
40.1181188836594,1,0.6639047244522378,1.0,0,TC_PUNE_03,0,,
35.90046617274348,1,0.8076201712073027,1.0,0,TC_NAGPUR_01,0,,
38.57393841561616,1,0.7929391007506742,1.0,0,TC_PUNE_03,0,,
22.162460602569553,1,0.9214050508769842,1.0,0,TC_NASHIK_02,0,,
40.47760862651895,1,0.8450946968772417,1.0,0,TC_NAGPUR_01,0,,
36.73955661958331,1,0.7781781082282019,1.0,0,TC_NASHIK_02,0,,
63.40564452910443,1,0.9820369835531115,1.0,0,TC_NASHIK_02,0,,
31.848015120886323,1,0.9537179323412289,1.0,0,TC_NAGPUR_01,0,,
42.272276595954715,1,0.8104861588813906,1.0,0,TC_NAGPUR_01,0,,
38.91482206779421,1,0.8933619367287188,1.0,0,TC_NASHIK_02,0,,
17.75645982728878,1,0.9131903135332651,1.0,0,TC_MUMBAI_01,0,,
39.43697596751773,1,0.8071237856698871,1.0,0,TC_MUMBAI_01,0,,
45.58681861726644,1,0.7760553112895943,1.0,0,TC_MUMBAI_01,0,,
40.18793249220584,2,0.550555842348542,1.0,0,TC_NASHIK_02,0,,
40.92327644541253,1,0.7685425391717888,1.0,0,TC_NAGPUR_01,0,,
39.434816176222185,1,0.602507661621558,1.0,0,TC_NASHIK_02,0,,
40.88013689591242,1,0.8207403524261178,1.0,0,TC_MUMBAI_01,0,,
39.45771507009437,1,0.7314358942744652,1.0,0,TC_NAGPUR_01,0,,
37.81958954074071,1,0.9040846990908521,1.0,0,TC_MUMBAI_01,0,,
23.284264245029938,2,0.9575379145917611,1.0,0,TC_NASHIK_02,0,,
42.72991227485728,1,0.8744201998123408,1.0,0,TC_MUMBAI_01,0,,
31.73319135755947,1,0.8244100781720715,1.0,0,TC_PUNE_03,0,,
31.80052012318779,1,0.816758624619237,1.0,0,TC_NASHIK_02,0,,
61.33220641474748,1,0.845341564726579,1.0,0,TC_NASHIK_02,0,,
35.497851168752064,1,0.6453532247602931,1.0,0,TC_MUMBAI_01,0,,
54.32873285353817,1,0.8246519486785319,1.0,0,TC_NAGPUR_01,0,,
40.45153274834417,1,0.9323744214446188,1.0,0,TC_MUMBAI_01,0,,
36.529273336613215,1,0.9576801941568234,1.0,1,TC_NASHIK_02,0,,
0.6818012269422029,11,,,1,TC_RURAL_MALPRACTICE_09,1,0.21273704774462973,1.0
45.743144001829805,1,0.5924630106221702,1.0,0,TC_NAGPUR_01,0,,
26.446858272256932,1,0.823097713743626,1.0,0,TC_PUNE_03,0,,
37.1499486847386,2,0.7722180013342573,1.0,0,TC_PUNE_03,0,,
33.22323361392736,1,0.76654150662336,1.0,0,TC_NASHIK_02,0,,
28.796897221025215,1,0.7407024962738504,1.0,0,TC_MUMBAI_01,0,,
100.36745129140625,2,0.7101949809493955,1.0,0,TC_MUMBAI_01,0,,
32.2955972169445,1,0.9327162290597284,1.0,0,TC_NASHIK_02,0,,
17.759515213030596,1,0.9217907732419357,1.0,0,TC_NASHIK_02,0,,
24.386126475457512,2,0.9515834472007668,1.0,0,TC_MUMBAI_01,0,,
35.40542782395652,1,0.982510117185294,1.0,0,TC_PUNE_03,0,,
31.76004189156071,1,0.8551794275951089,1.0,0,TC_NAGPUR_01,0,,
34.97522664858242,1,0.8808126011446752,1.0,0,TC_MUMBAI_01,0,,
2.253598612957419,8,,,1,TC_RURAL_MALPRACTICE_09,1,0.15521865169022114,0.0
15.597127266021406,2,0.8036147282759739,1.0,0,TC_MUMBAI_01,0,,
58.26914707157723,1,0.8352236939195341,1.0,0,TC_MUMBAI_01,0,,
35.40022266762091,1,0.9463317126889208,1.0,0,TC_PUNE_03,0,,
35.3620410895214,1,0.9552326494613533,1.0,0,TC_PUNE_03,0,,
39.99008642427381,1,0.8891315663732116,1.0,0,TC_PUNE_03,0,,
27.186281298173693,1,0.884675929775975,1.0,0,TC_MUMBAI_01,0,,
30.57228316436409,2,0.671445119148578,1.0,0,TC_NASHIK_02,0,,
46.00713022268912,2,0.8988768218227026,1.0,0,TC_NAGPUR_01,0,,
65.85697389086278,1,0.967778396439677,1.0,0,TC_PUNE_03,0,,
43.267516764946265,1,0.9322007306105535,1.0,0,TC_PUNE_03,0,,
40.351617286193985,1,0.6904636157372955,1.0,0,TC_MUMBAI_01,0,,
50.420697302046186,1,0.7441019869647582,1.0,0,TC_NAGPUR_01,0,,
46.71853064372465,1,0.9479309356454283,1.0,0,TC_NASHIK_02,0,,
52.95527874505852,1,0.9342769712184001,1.0,0,TC_MUMBAI_01,0,,
26.887223637481142,1,0.5341738540399638,1.0,0,TC_PUNE_03,0,,
37.66093614294949,1,0.8351324751393007,1.0,0,TC_PUNE_03,0,,
45.308610353357416,1,0.911864019947017,1.0,0,TC_NAGPUR_01,0,,
26.296272738236283,1,0.9501552077936606,1.0,0,TC_MUMBAI_01,0,,
29.03206460714991,1,0.6352077671875717,1.0,0,TC_MUMBAI_01,0,,
33.564247990744796,1,0.8666472718259819,1.0,0,TC_MUMBAI_01,0,,
66.07690609486357,1,0.956466274133941,1.0,0,TC_NASHIK_02,0,,
57.93701116122049,1,0.840209970925791,1.0,0,TC_NAGPUR_01,0,,
33.575572763178684,1,0.9847569791879955,1.0,0,TC_PUNE_03,0,,
37.137686557463184,1,0.9058357401474549,1.0,0,TC_MUMBAI_01,0,,
18.627486523267162,1,0.9541729309305178,1.0,0,TC_PUNE_03,0,,
26.07143875748328,1,0.7757075453521745,1.0,0,TC_MUMBAI_01,0,,
80.14978859437119,1,0.9854398209399784,1.0,0,TC_NAGPUR_01,0,,
36.81501567599449,1,0.9258080050285282,1.0,0,TC_MUMBAI_01,0,,
67.31587910565445,2,0.8018854893534714,1.0,0,TC_NASHIK_02,0,,
32.55697391384372,1,0.6439416435528331,1.0,0,TC_NAGPUR_01,0,,
61.60993052075379,1,0.8281605477724701,1.0,0,TC_MUMBAI_01,0,,
27.655867494080393,1,0.8378811980235469,1.0,0,TC_PUNE_03,0,,
44.554494586958256,1,0.9504654872683642,1.0,0,TC_MUMBAI_01,0,,
60.14411419937951,1,0.835496478264776,1.0,0,TC_NAGPUR_01,0,,
38.21067587602535,1,0.6787367947014133,1.0,0,TC_PUNE_03,0,,
49.444836851800574,1,0.8668878449292319,1.0,0,TC_PUNE_03,0,,
81.58011139905537,1,0.9360490810890736,1.0,0,TC_NAGPUR_01,0,,
34.01903408413847,1,0.943580910206694,1.0,0,TC_MUMBAI_01,0,,
38.122446135654585,1,0.5796960861176468,1.0,0,TC_NASHIK_02,0,,
21.41648575470012,1,0.8262785487852463,1.0,0,TC_NASHIK_02,0,,
23.863126076842967,1,0.9040177253443519,1.0,0,TC_PUNE_03,0,,
37.404005878884256,1,0.5778281638011539,1.0,0,TC_NAGPUR_01,0,,
48.57589263185027,1,0.7862895550153908,1.0,0,TC_NASHIK_02,0,,
36.85823673298799,1,0.9896793826350965,1.0,0,TC_NASHIK_02,0,,
1.3910296254000316,10,,,0,TC_RURAL_MALPRACTICE_09,1,0.5779814711057839,0.0
23.72951694189724,1,0.8164374404442255,1.0,0,TC_PUNE_03,0,,
44.610204336249275,1,0.9618383616764686,1.0,0,TC_NAGPUR_01,0,,
33.35096943081325,1,0.9441947119719067,1.0,0,TC_MUMBAI_01,0,,
35.24734594400358,1,0.9702174829211819,1.0,0,TC_PUNE_03,0,,
31.009573479608864,2,0.7325136021522307,1.0,0,TC_MUMBAI_01,0,,
90.85719670788653,1,0.5367839197608005,1.0,0,TC_NAGPUR_01,0,,
1.192181852649847,7,,,1,TC_RURAL_MALPRACTICE_09,1,0.33800718694320914,0.0
43.219192252466094,1,0.5960596122088918,1.0,0,TC_MUMBAI_01,0,,
55.20048700578229,1,0.946674781429125,1.0,0,TC_NASHIK_02,0,,
65.37248536174025,1,0.9614091464007163,1.0,0,TC_MUMBAI_01,0,,
61.968359170045105,1,0.7312658507631932,1.0,0,TC_MUMBAI_01,0,,
27.86583873407381,1,0.8685334671937668,1.0,0,TC_NAGPUR_01,0,,
35.90596106502182,1,0.8250467314912721,1.0,0,TC_PUNE_03,0,,
21.408915925138256,1,0.9269449910678587,1.0,0,TC_PUNE_03,0,,
1.2976649682979107,14,,,0,TC_RURAL_MALPRACTICE_09,1,0.4391550067016762,0.0
44.09166044206606,1,0.921774784308163,1.0,0,TC_PUNE_03,0,,
27.43408648088517,1,0.8736625589589249,1.0,0,TC_NAGPUR_01,0,,
31.081913013349634,1,0.8748185801024437,1.0,0,TC_NAGPUR_01,0,,
53.8533418356792,2,0.7349657300822369,1.0,0,TC_NASHIK_02,0,,
84.36345184127045,1,0.9483700262357777,1.0,0,TC_MUMBAI_01,0,,
42.90340936224889,2,0.7726628311938285,1.0,0,TC_NASHIK_02,0,,
29.473683373439265,1,0.951293296840952,1.0,0,TC_PUNE_03,0,,
51.333514094377655,1,0.7927032499437365,1.0,0,TC_PUNE_03,0,,
23.83237131525254,1,0.9163633238505079,1.0,0,TC_PUNE_03,0,,
67.6633631261158,1,0.806573164520232,1.0,0,TC_MUMBAI_01,0,,
40.58174454931513,1,0.9025512086627362,1.0,0,TC_PUNE_03,0,,
28.97384546830804,1,0.6825758996583101,1.0,0,TC_MUMBAI_01,0,,
30.313824079817074,1,0.6648539226799496,1.0,0,TC_NASHIK_02,0,,
23.751537204638137,1,0.9035003290208283,1.0,0,TC_NASHIK_02,0,,
60.77931896240656,1,0.9821395306863155,1.0,0,TC_MUMBAI_01,0,,
27.899930378810346,1,0.8578901173732851,1.0,0,TC_NAGPUR_01,0,,
30.99005671401733,1,0.8012809650741791,1.0,1,TC_MUMBAI_01,0,,
67.54808314454934,1,0.9572259773236365,1.0,0,TC_NASHIK_02,0,,
16.882497706390737,1,0.7002292369605863,1.0,0,TC_PUNE_03,0,,
33.94446413221705,1,0.932266798245296,1.0,0,TC_PUNE_03,0,,
47.743641204985956,2,0.9708328883156241,1.0,0,TC_NAGPUR_01,0,,
47.15013443897425,1,0.8840591979342118,1.0,0,TC_MUMBAI_01,0,,
0.24203586752501355,20,,,0,TC_RURAL_MALPRACTICE_09,1,0.20810772989903303,0.0
29.0088049050029,1,0.7039348920650527,1.0,0,TC_NAGPUR_01,0,,
36.7604025988567,1,0.9787121771978597,1.0,0,TC_NAGPUR_01,0,,
43.6005789824473,1,0.9166561940958892,1.0,0,TC_NAGPUR_01,0,,
43.50872157390371,1,0.889816723440243,1.0,0,TC_PUNE_03,0,,
30.104815750557538,1,0.8751646216680995,1.0,0,TC_NASHIK_02,0,,
28.899313834542507,1,0.8105856778704723,1.0,0,TC_MUMBAI_01,0,,
46.29553524721474,2,0.9845964033658496,1.0,0,TC_NAGPUR_01,0,,
25.194467593059613,1,0.9674784030275533,1.0,0,TC_NASHIK_02,0,,
40.77965479322497,1,0.9526059554674521,1.0,0,TC_MUMBAI_01,0,,
51.570781307914125,1,0.8410325775558948,1.0,0,TC_PUNE_03,0,,
43.130023391743315,1,0.8033839441132911,1.0,0,TC_NASHIK_02,0,,
52.0761647399043,1,0.9397455491467784,1.0,0,TC_NASHIK_02,0,,
33.22516070726064,1,0.9656241376491792,1.0,0,TC_NASHIK_02,0,,
58.164850162788724,1,0.5785703227759412,1.0,0,TC_NASHIK_02,0,,
32.98704909615168,1,0.9399327105185948,1.0,0,TC_NASHIK_02,0,,
42.70024303539459,1,0.5880301882758752,1.0,0,TC_NASHIK_02,0,,
27.335701888473295,1,0.6198371948903576,1.0,0,TC_NASHIK_02,0,,
52.34584550971864,1,0.7356710589522559,1.0,0,TC_NASHIK_02,0,,
25.401195867644955,1,0.8900005817307662,1.0,0,TC_NAGPUR_01,0,,
54.06158734960913,1,0.9130302162060531,1.0,0,TC_MUMBAI_01,0,,
30.541101598926033,1,0.8695962883884811,1.0,0,TC_MUMBAI_01,0,,
36.186264739835366,1,0.9677301692877719,1.0,0,TC_NAGPUR_01,0,,
22.586460120930745,1,0.8837197949775839,1.0,0,TC_NAGPUR_01,0,,
55.34556658864795,2,0.9463109438598107,1.0,0,TC_NASHIK_02,0,,
33.91254329902173,2,0.8565393155475932,1.0,0,TC_NASHIK_02,0,,
25.411982438784868,2,0.8593827196493433,1.0,0,TC_NASHIK_02,0,,
37.281744535703375,1,0.8517051725682331,1.0,0,TC_PUNE_03,0,,
84.73099627061981,1,0.8588238569817731,1.0,0,TC_NAGPUR_01,0,,
56.43834232487431,1,0.7624925112942197,1.0,0,TC_NASHIK_02,0,,
49.39521230824815,1,0.8086400123757286,1.0,0,TC_NAGPUR_01,0,,
26.86968733954577,1,0.9529163790968391,1.0,0,TC_MUMBAI_01,0,,
0.29192721509343406,23,,,1,TC_NAGPUR_01,1,0.31081304124829534,0.0
29.56612991191067,1,0.8395864831288998,1.0,0,TC_NAGPUR_01,0,,
23.064046383232114,1,0.7972014983569473,1.0,0,TC_NAGPUR_01,0,,
49.328395692816514,1,0.9338142334854583,1.0,0,TC_NASHIK_02,0,,
33.63853920952947,1,0.8367019777503129,0.0,0,TC_PUNE_03,0,,
36.977286966531594,1,0.7857409772042343,1.0,0,TC_NAGPUR_01,0,,
17.321456825641693,1,0.8236786689060912,1.0,0,TC_PUNE_03,0,,
37.99264227927617,2,0.8414888562480893,1.0,0,TC_NAGPUR_01,0,,
31.24111969373242,1,0.9542329783968052,1.0,0,TC_MUMBAI_01,0,,
112.47081626508879,1,0.9557753934813107,1.0,0,TC_NASHIK_02,0,,
25.22718525515648,1,0.8642797897341173,1.0,0,TC_PUNE_03,0,,
53.91322908687154,1,0.8772750512542484,1.0,0,TC_NASHIK_02,0,,
46.96902385042135,1,0.8474796833409813,1.0,0,TC_NASHIK_02,0,,
24.5948251234068,2,0.8881727474111408,1.0,0,TC_PUNE_03,0,,
32.41701398165844,1,0.6151050896184224,1.0,0,TC_NAGPUR_01,0,,
18.670705181479217,1,0.6963233900576629,1.0,0,TC_MUMBAI_01,0,,
29.14952226009263,1,0.735163347599273,1.0,0,TC_PUNE_03,0,,
58.090362355369535,1,0.8906239011255966,1.0,0,TC_PUNE_03,0,,
68.21363471771242,1,0.9397969409562643,1.0,0,TC_PUNE_03,0,,
26.651581808104726,1,0.9129853060640938,1.0,0,TC_PUNE_03,0,,
29.713441958115325,1,0.8210606474595501,1.0,0,TC_MUMBAI_01,0,,
26.863169388830244,1,0.7915607547563396,1.0,0,TC_MUMBAI_01,0,,
39.52702583845659,1,0.8325895193109818,1.0,0,TC_MUMBAI_01,0,,
51.25996243794829,1,0.6634498958809044,1.0,0,TC_MUMBAI_01,0,,
38.969383192814995,1,0.8776028593194451,1.0,0,TC_NAGPUR_01,0,,
32.20349685126982,2,0.9447035646559179,1.0,0,TC_MUMBAI_01,0,,
20.121717422544467,1,0.7829676127803747,1.0,0,TC_MUMBAI_01,0,,
2.1277119207823794,21,,,1,TC_RURAL_MALPRACTICE_09,1,0.4152232431520243,0.0
1.8384869754479292,18,,,0,TC_NAGPUR_01,1,0.19939531173629713,0.0
47.698646083422275,1,0.8908588039528756,1.0,0,TC_NAGPUR_01,0,,
36.02777706283547,1,0.8682795226003269,1.0,0,TC_PUNE_03,0,,
31.611087870316506,1,0.9674437513789034,1.0,0,TC_NAGPUR_01,0,,
30.929799801794,1,0.9207308257043021,1.0,0,TC_NAGPUR_01,0,,
1.757693843889919,20,,,1,TC_NAGPUR_01,1,0.47109942714918607,0.0
31.25821003700824,1,0.7874303579693226,1.0,0,TC_MUMBAI_01,0,,
41.12131647021843,1,0.892486326906686,1.0,0,TC_NASHIK_02,0,,
18.99447812336247,1,0.7915415416127805,1.0,0,TC_NASHIK_02,0,,
23.441324087824835,1,0.8812659236646271,1.0,0,TC_MUMBAI_01,0,,
33.69918791221177,1,0.9808545441300622,1.0,0,TC_NASHIK_02,0,,
0.6510647499387185,13,,,1,TC_RURAL_MALPRACTICE_09,1,0.3534227511923306,0.0
27.839309845724145,1,0.8456986556402611,1.0,0,TC_PUNE_03,0,,
49.537420154849194,1,0.9211782993201061,1.0,0,TC_PUNE_03,0,,
24.536824530218773,1,0.9925958200438636,1.0,0,TC_NAGPUR_01,0,,
28.60423817078956,1,0.9317800896546485,1.0,0,TC_PUNE_03,0,,
42.2289316994394,2,0.9673933374869611,1.0,0,TC_NASHIK_02,0,,
20.862675585477763,2,0.9637994728650044,1.0,0,TC_PUNE_03,0,,
45.51282563022902,1,0.6748867081773252,1.0,0,TC_NAGPUR_01,0,,
67.65673530841158,1,0.7634840492171332,1.0,0,TC_NASHIK_02,0,,
71.38960816805778,1,0.9675226579317237,1.0,0,TC_PUNE_03,0,,
75.92724517593483,1,0.7822202028155175,1.0,0,TC_PUNE_03,0,,
52.80569519896546,1,0.6565766479787658,1.0,1,TC_PUNE_03,0,,
33.291329148418924,1,0.7951677091024099,1.0,0,TC_NAGPUR_01,0,,
37.794412920640085,1,0.8608994215067605,1.0,0,TC_MUMBAI_01,0,,
0.3452318516641193,16,,,0,TC_NAGPUR_01,1,0.4749748702843215,0.0
61.09000464052134,1,0.7163816528782134,1.0,0,TC_NAGPUR_01,0,,
35.21223779374516,1,0.9435507325975775,1.0,0,TC_NAGPUR_01,0,,
30.72922914618234,2,0.9596130051171,0.0,0,TC_PUNE_03,0,,
33.31231135838257,1,0.891759591821297,1.0,0,TC_PUNE_03,0,,
31.991276721907333,1,0.8835753559215236,1.0,0,TC_MUMBAI_01,0,,
1.9306102532570457,16,,,1,TC_RURAL_MALPRACTICE_09,1,0.15924346962413993,0.0
31.638416391834532,2,0.9937226923886483,1.0,0,TC_MUMBAI_01,0,,
46.906098353553055,1,0.6039773291588046,1.0,0,TC_NASHIK_02,0,,
0.6835910245227567,22,,,0,TC_NAGPUR_01,1,0.5029156083560973,0.0
42.20261095341209,1,0.8136276289246496,1.0,0,TC_PUNE_03,0,,
42.20186234397246,1,0.9812221379365625,1.0,0,TC_NAGPUR_01,0,,
49.87518270378387,1,0.9036180029779582,1.0,0,TC_NASHIK_02,0,,
76.15084406351983,1,0.7740671613878521,1.0,0,TC_NAGPUR_01,0,,
32.39784227407046,1,0.7126290121597911,1.0,0,TC_MUMBAI_01,0,,
42.68385333641808,1,0.9550974762911185,1.0,0,TC_NAGPUR_01,0,,
27.8524594546262,1,0.6270303633506622,1.0,0,TC_MUMBAI_01,0,,
45.02615711874029,1,0.8580946506047984,1.0,0,TC_MUMBAI_01,0,,
22.415648823350676,1,0.7128391885349976,1.0,0,TC_NAGPUR_01,0,,
45.25156616134478,1,0.7789610180241855,1.0,0,TC_NASHIK_02,0,,
28.44006682883107,1,0.72399860734902,1.0,0,TC_PUNE_03,0,,
24.651707348002905,1,0.8020265062779153,1.0,0,TC_PUNE_03,0,,
46.479017404980375,1,0.8938785996157608,1.0,0,TC_MUMBAI_01,0,,
44.12339516191553,1,0.9745654195703337,1.0,0,TC_MUMBAI_01,0,,
38.394844662700756,1,0.8269393593339784,1.0,0,TC_NASHIK_02,0,,
41.031983942840824,1,0.933069949639911,1.0,0,TC_PUNE_03,0,,
79.15148120555733,1,0.7265954679445786,1.0,0,TC_MUMBAI_01,0,,
35.87196892442117,1,0.9568716788601045,1.0,0,TC_NAGPUR_01,0,,
88.359826798222,1,0.8836185772928781,1.0,1,TC_NASHIK_02,0,,
29.24595671054073,1,0.8995988437736957,1.0,0,TC_PUNE_03,0,,
28.73754022607406,1,0.9682494095522,1.0,0,TC_MUMBAI_01,0,,
22.82168171596735,1,0.7307741896812919,1.0,0,TC_PUNE_03,0,,
21.147136556539724,1,0.8783880528292848,1.0,0,TC_NAGPUR_01,0,,
26.396480370687172,1,0.7064533307582228,1.0,0,TC_NASHIK_02,0,,
36.435655628333755,1,0.8578914232200985,1.0,0,TC_NAGPUR_01,0,,
21.387260028794124,1,0.7740105231375208,1.0,0,TC_MUMBAI_01,0,,
34.13269481716568,1,0.9207365326782931,1.0,0,TC_PUNE_03,0,,
80.37554247045878,1,0.8264396589667458,1.0,0,TC_NASHIK_02,0,,
1.5292836956532891,12,,,1,TC_NAGPUR_01,1,0.38899773758208334,0.0
28.694233788641114,1,0.9750946399156671,1.0,0,TC_PUNE_03,0,,
35.84588168079662,1,0.8737312243375427,1.0,0,TC_MUMBAI_01,0,,
47.749468828589904,1,0.9696419351186439,1.0,0,TC_NAGPUR_01,0,,
45.05689412819344,1,0.8043269638314525,1.0,0,TC_NAGPUR_01,0,,
21.765675253594523,1,0.9259960781260681,1.0,0,TC_MUMBAI_01,0,,
1.4990553652736058,17,,,1,TC_RURAL_MALPRACTICE_09,1,0.4866227017408996,0.0
1.7006872468027567,17,,,1,TC_RURAL_MALPRACTICE_09,1,0.5459826712644589,0.0
1.2559018012063947,18,,,1,TC_RURAL_MALPRACTICE_09,1,0.17648081277921154,0.0
42.63418352394918,1,0.8705494394519936,1.0,0,TC_MUMBAI_01,0,,
22.850394898365035,1,0.9879180695145301,1.0,0,TC_NASHIK_02,0,,
22.954044970663734,1,0.9659658611971296,1.0,1,TC_NASHIK_02,0,,
42.91485458190246,1,0.9311838241449558,1.0,0,TC_NAGPUR_01,0,,
36.45585063027008,1,0.6806689419408658,1.0,0,TC_NASHIK_02,0,,
33.02377549118507,1,0.8542367443982848,1.0,0,TC_NAGPUR_01,0,,
50.485586166554874,1,0.989677049590252,1.0,0,TC_NASHIK_02,0,,
20.45805339092878,1,0.8908643039983737,1.0,0,TC_NASHIK_02,0,,
1.1173122770101964,22,,,0,TC_RURAL_MALPRACTICE_09,1,0.34371534232535345,0.0
